arb_pollen_data_id,site_id,sample_id,pcnt_arb_pollen
152,2,152,38.65546178817751
153,2,153,34.04255223274236
154,2,154,39.81481444835659
155,2,155,45.63106667995452
156,2,156,39.453125
157,2,157,36.89024472236629
158,2,158,36.79245269298549
159,2,159,28.155339926481236
160,2,160,29.2307686805725
161,2,161,33.33333343267439
162,2,162,33.1632654666901
163,2,163,37.72893798351289
164,2,164,43
165,2,165,38.31417679786683
166,2,166,36.03238844871522
167,2,167,33.734939813613906
168,2,168,34.10138297080991
169,2,169,31.627905875444455
170,2,170,39.333333969116254
171,2,171,38.36207008361815
172,2,172,29.69432282447811
173,2,173,24.255318999290466
174,2,174,28.888889104127873
175,2,175,34.91379284858699
176,2,176,34.67153215408322
177,2,177,45.07042145729064
178,2,178,45.117844313383145
179,2,179,34.64566993713381
180,2,180,37.02290022373198
181,2,181,44.82758608460426
182,2,182,36.32958787679668
183,2,183,31.71806168556214
184,2,184,33.20610684156421
185,2,185,34.27561873197556
186,2,186,37.07865089178085
187,2,187,43.223442971706405
188,2,188,47.82608595490452
189,2,189,43.12977057695387
190,2,190,48.770491838455186
191,2,191,34.883720695972485
192,2,192,43.508771568536766
193,2,193,37.12121164798733
194,2,194,44.583332896232626
195,2,195,48.8188977241516
196,2,196,46.12403059005736
197,2,197,36.77685904502863
198,2,198,44.6640318632126
199,2,199,43.83561635017395
200,2,200,46.80851083993913
201,2,201,45.945947140455225
202,2,202,50.37593984603882
203,2,203,44.25087070465089
204,2,204,47.98534721136094
205,2,205,50.53003627061845
206,2,206,62.012986421585104
207,2,207,41.45454502105715
208,2,208,46.18320626020434
209,2,209,52.14007765054704
210,2,210,40.56224918365475
211,2,211,45.13618588447568
212,2,212,46.78362503647802
213,2,213,49.61240202188489
214,2,214,43.31210172176358
215,2,215,42.80442845821382
216,2,216,45.2554740607738
217,2,217,45.01992082595828
218,2,218,42.79999968409537
219,2,219,48.83040884137158
220,2,220,52.58964204788203
221,2,221,51.5625
222,2,222,37.8676460981369
223,2,223,46.24999997019768
224,2,224,48.432056427001996
225,2,225,45.079364806413714
226,2,226,44.90445843338971
227,2,227,53.23741042613985
228,2,228,60.21897682547573
229,2,229,56.69291335344314
230,2,230,51.711026459932334
231,2,231,57.09219789505004
232,2,232,55.51948070526122
233,2,233,50.871079921722384
234,2,234,61.73633414506922
235,2,235,55.89353603124623
236,2,236,51.72413754463196
237,2,237,47.122301816940265
238,2,238,53.38345909118657
239,2,239,50.826446533203146
240,2,240,51.83823573589333
241,2,241,45.96774116158482
242,2,242,43.25396835803982
243,2,243,42.65129759907717
244,2,244,44.982699036598184
245,2,245,37.97909450531006
246,2,246,41.26984131336209
247,2,247,41.124260336160695
248,2,248,54.65116310119624
249,2,249,41.63934472203251
250,2,250,45.89041078090677
251,2,251,42.76315826177592
252,2,252,39.88095223903654
253,2,253,41.88034206628795
254,2,254,33.730158478021565
255,2,255,38.31417608261108
256,2,256,35.94306057691575
257,2,257,43.38983106613158
258,2,258,27.112675547599807
259,2,259,26.77165383100506
260,2,260,26.250000327825546
261,2,261,34.97942352294921
262,2,262,41.73228353261944
263,2,263,38.17034739255906
264,2,264,40.357142388820655
265,2,265,38.61788681149486
266,2,266,43.93939352035524
267,2,267,39.221557080745725
268,2,268,48.78048896789552
269,2,269,54.355402469635045
270,2,270,42.34234279394154
271,2,271,33.73983752727507
272,2,272,39.057238131761586
273,2,273,43.94618868827819
274,2,274,45.21276631951337
275,2,275,37.5939846038819
276,2,276,50.00000041723251
277,2,277,40.13605499267576
278,2,278,42.79279422760012
279,2,279,42.18750062584879
280,2,280,56.845237672328906
281,2,281,55.84905493259434
282,2,282,40.09546460211274
283,2,283,44.62025293707851
284,2,284,50.00000059604645
285,2,285,44.99999994039539
286,2,286,40.225564479827916
287,2,287,13.270142197608953
288,2,288,39.8523981273174
289,2,289,50.15772843360906
290,2,290,58.064516216516466
291,2,291,26.699028998613308
292,2,292,6.355932354927064
293,2,293,19.57446801662445
294,2,294,11.111110985279083
295,2,295,16.11570274829861
296,2,296,17.11711764335632
297,2,297,12.014134287834164
298,2,298,16.86274564266205
299,2,299,40.20270377397533
300,2,300,32.67326810955997
301,2,301,40.44943869113923
302,2,302,14.72081243991853
303,2,303,19.37984514236452
304,2,304,8.148148238658907
305,2,305,6.611570119857792
306,2,306,12.75510191917419
307,2,307,15.811966150999039
308,2,308,37.00305747985835
309,2,309,31.050228416919694
310,2,310,35.655737400054974
311,2,311,35.23035198450085
312,2,312,41.121495008468635
313,2,313,39.87138235569
314,2,314,26.21359145641323
315,2,315,34.31372451782224
316,2,316,22.65625
317,2,317,58.30815699696545
318,2,318,27.31707334518433
319,2,319,40.15151560306552
320,2,320,52.85714232921601
321,2,321,53.439153671264656
322,2,322,78.32370069622995
323,2,323,70.4697977900505
324,2,324,55.7788943052292
325,2,325,53.125
326,2,326,47.02970328927038
327,2,327,51.59010636806489
328,2,328,55.10204100608825
329,2,329,45.77777659893031
330,2,330,50.7537678480148
331,2,331,43.72623413801194
332,2,332,46.84684684872625
333,2,333,52.06185591220852
334,2,334,60
335,2,335,64.78260970115659
336,2,336,59.04761877655984
337,2,337,72.51184535026552
338,2,338,63.42592674493793
339,2,339,59.59596014022829
340,2,340,65.15837070345874
341,2,341,52.401746869087255
342,2,342,34.597156822681455
343,2,343,33.884298205375714
344,2,344,37.16474986076356
345,2,345,44.99999964237212
346,2,346,50.423727035522425
347,2,347,39.75155198574067
348,2,348,35.238095790147774
349,2,349,30.55555462837219
350,2,350,32.46753180027004
351,2,351,23.630137681961102
352,2,352,27.82152163982393
353,2,353,33.89830538630483
354,2,354,30.99631071090702
355,2,355,27.794561833143188
356,2,356,25.00000077486035
357,2,357,20.20201981067661
358,2,358,19.923371553420978
359,2,359,20.76923054456712
360,2,360,39.024390339851344
361,2,361,36.842104673385656
362,2,362,38.79999965429305
363,2,363,32.32323288917537
364,2,364,42.10526442527772
365,2,365,32.36363625526429
366,2,366,42.574258148670204
367,2,367,42.82296705245977
368,2,368,43.91304227709774
369,2,369,45.67474055290223
370,2,370,44.07294756174087
371,2,371,24.897960007190704
372,2,372,45.7725946307182
373,2,373,40.802675247192376
374,2,374,47.36842107772831
375,2,375,58.280254513025284
376,2,376,57.61773055791851
377,2,377,53.64806759357455
378,2,378,53.50553375482553
379,2,379,48.262547194957726
380,2,380,46.92556512355809
381,2,381,44.29223668575289
382,2,382,51.293103128671646
383,2,383,59.656653165817254
384,2,384,61.83575111627581
385,2,385,42.857143998146014
386,2,386,42.43697512149814
387,2,387,43.70078694820401
388,2,388,68.77323541045199
389,2,389,0
390,2,390,0
391,2,391,82.43902301788333
392,2,392,90.3125
393,2,393,89.13857537508012
394,2,394,67.5000012814999
395,2,395,88.038275718689
396,2,396,50.00000068545341
397,2,397,46.96969687938691
398,2,398,52.78970122337344
399,2,399,68.5840694904327
400,2,400,79.15309244394298
401,2,401,77.7108428180218
402,2,402,65.90908980369574
403,2,403,61.965812563896115
404,2,404,56.49122917652126
405,2,405,60.33755242824556
406,2,406,57.34597039222715
407,2,407,56.048387467861176
408,2,408,54.30711692571642
409,2,409,55.90551018714906
410,2,410,80.35087797045709
411,2,411,79.66805052757265
412,2,412,81.96721443533896
413,2,413,77.45901465415953
414,2,414,61.2499998211861
415,2,415,30.275228559970852
416,2,416,39.43089535832405
417,2,417,39.06810063123697
418,2,418,31.623930752277328
419,2,419,33.333332449197776
420,2,420,41.125540733337445
421,2,421,44.44444471597674
422,2,422,45.87155976891517
423,2,423,45.45454406738284
424,2,424,54.14012593030928
425,2,425,60.49382710456849
426,2,426,56.038647741079295
427,2,427,55.48172748088839
428,2,428,64.03940880298613
429,2,429,71.70542633533479
430,2,430,63.67521429061888
431,2,431,55.45023638010033
432,2,432,55.335967540740945
433,2,433,55.963301301002545
434,2,434,53.80952399969104
435,2,435,52.30769366025927
436,2,436,69.41747379302974
437,2,437,71.96969616413115
438,2,438,76.92307734489438
439,2,439,83.20000052452087
440,2,440,79.88505625724794
441,2,441,73.63636481761934
442,2,442,79.7101466357708
443,2,443,75.44642943143843
444,2,444,58.3710389733314
445,2,445,60.1010098457336
446,2,446,54.10628068447114
447,2,447,59.31558835506442
448,2,448,0
449,2,449,0
450,2,450,48.46938657760627
451,2,451,67.9180876016617
452,2,452,61.5023455619812
453,2,453,49.494949460029666
454,2,454,40.703516840934725
455,2,455,36.49289178848266
456,2,456,54.128438070416394
457,2,457,48.57142725586893
458,2,458,41.463414192199714
459,2,459,60.101008892059305
460,2,460,31.174088299274498
461,2,461,34
462,2,462,38.81856465339659
463,2,463,38.306451439857426
464,2,464,49.621211886405995
465,2,465,30.62200927734376
466,2,466,35.384614944458
467,2,467,94.75308942794796
468,2,468,78.75817137956615
469,2,469,51.639342784881634
470,2,470,34.61538529396062
471,2,471,43.49593535065648
472,2,472,23.552123636007348
473,2,473,30.5194807052612
474,2,474,36.33093619346621
475,2,475,44.5205483436584
476,2,476,31.336405038833668
477,2,477,34.91379225254057
478,2,478,25.9615378379822
479,2,479,20.77464777231218
480,2,480,26.293103218078627
481,2,481,11.15384617447853
482,2,482,37.75100386142734
483,2,483,27.7272720336914
484,2,484,47.4358978271484
485,2,485,37.688441514968915
486,2,486,29.464285284280777
487,2,487,37.735848903656034
488,2,488,51.88679182529449
489,2,489,55.19713294506074
490,2,490,50.60240912437439
491,2,491,46.2897529602051
492,2,492,49.04761868715287
493,2,493,51.14285814762114
494,2,494,49.8084285259247
495,2,495,59.86394405364992
496,2,496,52.63157844543465
497,2,497,0
498,2,498,0
499,2,499,46.05263257026678
500,2,500,56.31068032979967
501,2,501,59.76095581054685
502,2,502,67.45097950100902
503,2,503,65.6387674808502
504,2,504,56.74603170156475
505,2,505,62.28373599052427
506,2,506,51.70068120956425
507,2,507,53.977272510528614
508,2,508,60.869565606117234
509,2,509,62.62626257538795
510,2,510,56.338028430938685
511,2,511,73.046875
512,2,512,80.58608090877532
513,2,513,87.54098513722418
514,2,514,76.47058770060539
515,2,515,69.46564695239064
516,2,516,78.83211481571192
517,2,517,80.769228041172
518,2,518,80.31496101617817
519,2,519,74.99999842047696
520,2,520,76.45259785652158
521,2,521,72.91666638851163
522,2,522,81.3121247887611
523,2,523,72.28070211410527
524,2,524,85.52631479501727
525,2,525,78.40909135341649
526,2,526,80.90909188985826
527,2,527,76.83823418617246
528,2,528,73.50157815217975
529,2,529,72.24080514907833
530,2,530,68.03278803825377
531,2,531,63.694268614053755
532,2,532,59.88372096419333
533,2,533,62.698412686586416
534,2,534,61.935484886169405
535,2,535,45.51495051383971
536,2,536,50.943396151065826
537,2,537,35.91836711764337
538,2,538,45.45454621315001
539,2,539,45.45454549789428
540,2,540,45.18072363734249
541,2,541,50.862068176269496
542,2,542,54.54545438289638
543,2,543,50.58823466300967
544,2,544,43.0327854156494
545,2,545,59.362548351287835
546,2,546,60.26058638095857
547,2,547,52.47252899408345
548,2,548,72.63157764077187
549,2,549,69.05537390708923
550,2,550,62.54681500792501
551,2,551,56.10561126470572
552,2,552,64.54183208942418
553,2,553,63.12056705355645
554,2,554,55.66037613153452
555,2,555,65.76576665043832
556,2,556,62.727271676063545
557,2,557,55.73770380020137
558,2,558,63.73626512289045
559,2,559,71.81467247009282
560,2,560,69.375
561,2,561,67.7419350147247
562,2,562,68.45070177316668
563,2,563,77.25856631994246
564,2,564,79.82063025236131
565,2,565,68.64111566543579
566,2,566,74.32432425022127
567,2,567,82.85714370012282
568,2,568,82.48175001144412
569,2,569,71.8411560058594
570,2,570,77.28937679529186
571,2,571,64.08163249492641
572,2,572,71.12970703840259
573,2,573,70.3296700119972
574,2,574,65.90909147262575
575,2,575,74.509805560112
576,2,576,77.07317066192627
577,2,577,67.70833349227904
578,2,578,65.16853851079941
579,2,579,70.66666483879091
580,2,580,71.55555605888362
581,2,581,75.00000029802322
582,2,582,61.44578123092655
583,2,583,61.58940449357032
584,2,584,75.50200891494754
585,2,585,76.75276762247088
586,2,586,76.32398593425746
587,2,587,67.48768535256383
588,2,588,72.80701589584349
589,2,589,83.5555564761162
590,2,590,76.02739763259889
591,2,591,72.96296215057374
592,2,592,72.39819002151495
593,2,593,72.96416831016545
594,2,594,74.55356955528262
595,2,595,67.41214126348494
596,2,596,67.8861792087555
597,2,597,68.11594134569172
598,2,598,75.57603764533995
599,2,599,76.3485499918461
600,2,600,75.77092194557193
601,2,601,72.60869604349138
602,2,602,63.311686992645306
603,2,603,75.77854758501049
604,2,604,66.93548494577401
605,3,605,11.267605633802818
606,3,606,14.417177914110429
607,3,607,23.16176470588235
608,3,608,25.443786982248522
609,3,609,36.94267515923567
610,3,610,11.55878467635403
611,3,611,10.553892215568862
612,3,612,21.47239263803681
613,3,613,6.349206349206349
614,3,614,4.240282685512367
615,3,615,15.932203389830507
616,3,616,16.095890410958905
617,3,617,14.55223880597015
618,3,618,14.035087719298243
619,3,619,8.974358974358974
620,3,620,3.649635036496351
621,3,621,0.46511627906976744
622,3,622,4.923076923076923
623,3,623,3.3766233766233764
624,3,624,2.845528455284553
625,3,625,5.2356020942408374
626,3,626,15.168539325842696
627,3,627,6.11353711790393
628,3,628,22.105263157894736
629,3,629,9.025270758122744
630,3,630,7.395498392282959
631,3,631,8.540925266903914
632,3,632,16.745283018867923
633,3,633,3.6923076923076925
634,3,634,3.260869565217391
635,3,635,10.31578947368421
636,3,636,5.017921146953405
637,3,637,2.0100502512562812
638,3,638,7.818930041152264
639,3,639,5.555555555555556
640,3,640,3.7914691943127963
641,3,641,5.909090909090909
642,3,642,15.66265060240964
643,3,643,29.090909090909093
644,3,644,3.0812324929971986
645,3,645,2.479338842975207
646,3,646,2.5974025974025974
647,3,647,3.9215686274509807
648,3,648,3.319502074688797
649,3,649,22.525597269624573
650,3,650,27.350427350427353
651,3,651,9.83050847457627
652,3,652,6.422018348623853
653,3,653,3.34448160535117
654,3,654,4.597701149425287
655,3,655,12.807881773399014
656,3,656,10.68702290076336
657,3,657,6.605922551252847
658,3,658,11.707988980716255
659,3,659,1.257861635220126
660,3,660,2.4615384615384617
661,3,661,14.392059553349876
662,3,662,32.394366197183096
663,3,663,13.75
664,3,664,16.455696202531648
665,3,665,12.162162162162163
666,3,666,5.555555555555555
667,3,667,10.58201058201058
668,3,668,10.95890410958904
669,3,669,31.678486997635932
670,3,670,36.9281045751634
671,3,671,41.02040816326531
672,3,672,36.549707602339176
673,3,673,5.673758865248227
674,3,674,26.495726495726494
675,3,675,15.238095238095237
676,3,676,28.089887640449437
677,3,677,22.42562929061785
678,3,678,36.856368563685635
679,3,679,42.58928571428571
680,3,680,49.19028340080971
681,3,681,20.338983050847457
682,3,682,27.559055118110237
683,3,683,44.02985074626866
684,3,684,30.714285714285715
685,3,685,19.166666666666664
686,3,686,30.16759776536313
687,4,687,5.067920585161964
688,4,688,5.3164556962025316
689,4,689,5.985686402081978
690,4,690,7.678244972577697
691,4,691,8.239095315024233
692,4,692,8.404255319148936
693,4,693,5.46875
694,4,694,4.161893852615502
695,4,695,9.065420560747663
696,4,696,4.265658747300216
697,4,697,5.741626794258373
698,4,698,9.99057492931197
699,4,699,9.306930693069308
700,4,700,11.279826464208243
701,4,701,13.28125
702,4,702,19.342359767891683
703,4,703,11.947431302270012
704,4,704,10.348977135980746
705,4,705,8.04769001490313
706,4,706,12.152777777777777
707,4,707,12.978369384359402
708,4,708,17.62917933130699
709,4,709,12.232415902140673
710,4,710,13.095238095238095
711,4,711,9.279778393351801
712,4,712,15.028901734104045
713,4,713,14.33389544688027
714,4,714,16.18705035971223
715,4,715,14.644970414201184
716,4,716,15.561224489795919
717,4,717,13.218390804597702
718,4,718,10.260336906584993
719,4,719,12.933753943217667
720,4,720,13.904338153503893
721,4,721,13.946117274167987
722,4,722,13.461538461538462
723,4,723,15.806988352745424
724,4,724,13.976164680390033
725,4,725,12.450331125827814
726,4,726,16.335227272727273
727,4,727,8.986415882967608
728,4,728,15.594059405940595
729,4,729,15.256257449344458
730,4,730,13.61457334611697
731,4,731,9.382366808109381
732,4,732,3.90625
733,4,733,8.631578947368421
734,4,734,14.285714285714285
735,4,735,17.12962962962963
736,4,736,21.506682867557714
737,4,737,23.577235772357724
738,4,738,25.771324863883848
739,4,739,18.541033434650455
740,4,740,20.31746031746032
741,4,741,13.609467455621301
742,4,742,14.615384615384615
743,4,743,17.001055966209083
744,4,744,10.546875
745,4,745,8.113590263691684
746,4,746,4.29042904290429
747,4,747,6.737825216811207
748,4,748,6.436781609195402
749,4,749,9.875904860392968
750,4,750,2.12649197420771
751,4,751,7.882882882882883
752,4,752,4.868913857677903
753,4,753,19.61038961038961
754,4,754,16.632231404958677
755,4,755,8.958652373660032
756,4,756,16.929133858267715
757,4,757,7.997218358831711
758,4,758,7.341490545050056
759,4,759,13.32312404287902
760,4,760,24.173027989821882
761,4,761,10.386151797603196
762,4,762,6.370875995449374
763,4,763,5.48314606741573
764,4,764,6.619537275064268
765,4,765,16.610549943883278
766,4,766,16.827438370846732
767,4,767,16.483516483516482
768,4,768,43.54838709677419
769,4,769,40.32738095238095
770,4,770,26.970227670753065
771,4,771,36.626916524701876
772,4,772,37.5234521575985
773,4,773,39.848197343453506
774,4,774,33.27102803738318
775,4,775,19.423076923076923
776,4,776,23.931623931623932
777,4,777,20.65217391304348
778,4,778,22.201834862385322
779,4,779,34.36619718309859
780,4,780,33.02063789868668
781,4,781,35.483870967741936
782,4,782,42.184154175588866
783,4,783,37.54789272030651
784,4,784,29.313543599257883
785,4,785,27.788649706457925
786,4,786,34.36928702010969
787,4,787,27.95275590551181
788,4,788,31.833333333333336
789,4,789,31.809872029250457
790,4,790,29.514563106796114
791,4,791,33.941605839416056
792,4,792,32.72425249169435
793,4,793,31.393298059964724
794,4,794,12.549642573471008
795,4,795,31.40655105973025
796,4,796,22.504892367906066
797,4,797,24.466019417475728
798,4,798,24.58410351201479
799,4,799,34.014869888475836
800,4,800,29.38311688311688
801,4,801,33.904761904761905
802,4,802,21.252796420581653
803,4,803,19.92619926199262
804,4,804,20.970873786407765
805,4,805,26.542056074766357
806,4,806,29.333333333333332
807,4,807,40
808,4,808,19.00369003690037
809,4,809,15.797788309636651
810,4,810,23.163841807909606
811,4,811,19.61367013372957
812,4,812,23.090909090909093
813,4,813,17.142857142857142
814,4,814,31.393298059964724
815,4,815,28.312159709618875
816,4,816,42.29323308270676
817,4,817,25.13368983957219
818,4,818,34.701492537313435
819,4,819,33.63914373088684
820,4,820,28.546409807355516
821,4,821,18.783542039355993
822,4,822,21.402877697841728
823,4,823,22.586520947176687
824,4,824,36.580882352941174
825,4,825,31.786941580756015
826,4,826,23.31511839708561
827,4,827,27.61061946902655
828,4,828,33.03886925795053
829,4,829,33.39382940108893
830,4,830,36.39575971731449
831,4,831,40.03496503496503
832,4,832,43.52517985611511
833,4,833,46.67832167832168
834,4,834,54.66237942122186
835,4,835,49.08424908424909
836,4,836,47.2972972972973
837,4,837,70.09009009009009
838,4,838,80.30821917808218
839,4,839,84.73154362416108
840,4,840,78.14113597246127
841,4,841,76.97974217311234
842,4,842,67.43772241992882
843,4,843,68.02218114602587
844,4,844,85.46099290780141
845,4,845,75.08474576271188
846,4,846,54.965753424657535
847,4,847,43.954248366013076
848,4,848,32.94797687861272
849,4,849,41.450777202072544
850,4,850,66.04095563139931
851,4,851,75.88652482269504
852,4,852,72.8395061728395
853,4,853,71.06598984771573
854,4,854,52.4822695035461
855,4,855,49.13112164296998
856,4,856,65.11226252158895
857,4,857,85.19924098671727
858,4,858,78.73462214411248
859,4,859,50
860,4,860,19.791666666666668
861,4,861,37.177280550774526
862,4,862,29.194630872483224
863,4,863,48.1549815498155
864,4,864,59.86509274873524
865,4,865,47.647058823529406
866,4,866,60.801393728223
867,4,867,63.80952380952381
868,4,868,65.19337016574586
869,4,869,64.34937611408199
870,4,870,81.46067415730337
871,4,871,64.31852986217459
872,4,872,60.6822262118492
873,4,873,75.82089552238806
874,4,874,74.77797513321492
875,4,875,69.01140684410647
876,4,876,44.61247637051039
877,4,877,53.20754716981132
878,4,878,58.83458646616541
879,4,879,73.79679144385027
880,4,880,45.45454545454545
881,4,881,56.99248120300752
882,4,882,74.20560747663552
883,4,883,60.738255033557046
884,4,884,61.149825783972126
885,4,885,41.52249134948097
886,4,886,17.361543248288736
887,4,887,43.10998735777497
888,4,888,32.9246935201401
889,4,889,20.77087794432548
890,4,890,46.875
891,4,891,59.64601769911505
892,4,892,55.14018691588785
893,4,893,66.97247706422019
894,4,894,43.7847866419295
895,4,895,25.5125284738041
896,4,896,25.71001494768311
897,4,897,71.64179104477611
898,4,898,80.32786885245902
899,4,899,58.48739495798319
900,4,900,81.78571428571429
901,4,901,45
902,4,902,40.26622296173045
903,4,903,27.49003984063745
904,4,904,45.67669172932331
905,4,905,34.39153439153439
906,4,906,55.99315068493151
907,4,907,51.71232876712329
908,4,908,64.7166361974406
909,4,909,46.48318042813455
910,4,910,48.50187265917603
911,4,911,63.46801346801347
912,4,912,73.9622641509434
913,4,913,62.37623762376238
914,4,914,70.4225352112676
915,4,915,53.59116022099447
916,4,916,57.88530465949821
917,4,917,57.310924369747895
918,4,918,68.78504672897196
919,4,919,56.21716287215412
920,4,920,48.603351955307254
921,4,921,29.120879120879124
922,4,922,29.814814814814813
923,4,923,52.5305410122164
924,4,924,82.90598290598291
925,4,925,68.48591549295774
926,4,926,61.94852941176471
927,4,927,75.90132827324479
928,4,928,78.34862385321101
929,4,929,45.74074074074074
930,4,930,46.89265536723164
931,4,931,43.824027072758035
932,4,932,50.67178502879079
933,4,933,61.308411214953274
934,4,934,90.92702169625245
935,4,935,89.39393939393939
936,4,936,73.50565428109854
937,4,937,78.19548872180451
938,4,938,67.08860759493672
939,4,939,61.509433962264154
940,4,940,54.25531914893617
941,4,941,85.0877192982456
942,4,942,70.18739352640546
943,4,943,67.54716981132076
944,4,944,50.844854070660524
945,4,945,75.63636363636364
946,4,946,87.58389261744968
947,4,947,87.52228163992869
948,4,948,65.93406593406594
949,4,949,88.8888888888889
950,4,950,75.62277580071174
951,4,951,80.32786885245902
952,4,952,78.82797731568998
953,4,953,72.552783109405
954,4,954,78.1925343811395
955,4,955,77.6061776061776
956,4,956,81.2091503267974
957,4,957,86.5758754863813
958,4,958,84.01486988847584
959,4,959,86.9047619047619
960,4,960,68.36363636363636
961,4,961,76.57657657657658
962,4,962,76.96335078534031
963,4,963,80.84714548802947
964,4,964,84.18181818181819
965,4,965,69.25925925925927
966,4,966,75.34246575342466
967,4,967,66.43598615916954
968,4,968,52.42537313432836
969,4,969,58.81294964028776
970,4,970,58.844765342960294
971,4,971,50.60869565217391
972,4,972,54.40251572327044
973,4,973,47.299813780260706
974,4,974,61.81172291296625
975,4,975,48.36223506743738
976,4,976,25.411334552102378
977,4,977,40.55555555555555
978,4,978,30.622837370242213
979,4,979,21.288014311270125
980,4,980,27.09090909090909
981,4,981,27.34082397003745
982,4,982,81.21546961325966
983,4,983,80.90737240075615
984,4,984,87.68939393939395
985,4,985,81.22605363984675
986,4,986,41.65067178502879
987,4,987,28.735632183908045
988,4,988,26.373626373626372
989,4,989,41.42394822006472
990,4,990,34.98168498168498
991,4,991,38.58695652173913
992,4,992,34.031413612565444
993,4,993,30.14705882352941
994,4,994,31.034482758620687
995,4,995,29.197080291970803
996,4,996,34.031413612565444
997,4,997,20.903954802259886
998,4,998,33.87978142076503
999,4,999,28.191489361702125
1000,4,1000,30.490018148820326
1001,4,1001,29.74910394265233
1002,4,1002,31.690140845070424
1003,4,1003,36.278195488721806
